N,P,K,temperature,humidity,ph,rainfall,label
102.94,17.0,48.2,30.52,95.81,6.33,21.19,muskmelon
19.08,17.8,13.05,14.05,95.03,7.36,115.09,orange
64.67,50.63,18.13,26.89,61.42,6.08,100.78,maize
111.86,83.23,52.75,27.07,85.34,6.02,127.73,banana
79.4,50.79,43.72,26.75,80.08,6.95,173.03,jute
103.04,33.44,30.99,26.1,63.62,6.53,163.69,coffee
39.17,70.57,16.31,33.11,65.41,6.44,75.24,blackgram
25.88,44.21,27.18,27.53,67.31,3.86,62.6,mothbeans
101.61,16.04,50.22,30.71,91.87,6.98,28.74,muskmelon
44.76,71.95,23.93,28.4,66.29,6.47,72.94,blackgram
21.6,131.19,199.28,12.62,82.62,5.77,67.15,grapes
20.32,125.04,205.07,8.27,81.92,6.83,66.28,grapes
119.91,51.36,46.85,26.58,77.09,7.93,72.1,cotton
18.42,133.91,199.78,8.65,87.15,5.95,64.75,grapes
20.81,73.22,19.56,18.16,43.6,6.57,156.62,pigeonpeas
19.75,21.45,15.6,11.21,94.79,6.65,119.18,orange
39.57,59.31,22.74,32.28,56.92,5.85,130.54,mothbeans
21.17,22.92,34.87,32.24,52.28,4.82,131.48,mango
78.02,46.67,39.59,25.19,82.58,6.44,185.52,jute
24.14,16.58,32.19,31.85,56.92,5.15,186.91,mango
24.24,68.98,21.22,16.62,68.02,7.64,42.45,lentil
28.14,46.56,23.45,32.62,52.52,4.19,145.14,mothbeans
30.94,49.5,29.07,25.73,87.81,6.35,86.95,mungbean
53.44,60.97,48.28,34.82,94.27,6.12,158.48,papaya
18.08,20.7,12.16,12.9,90.44,6.26,118.9,orange
112.96,72.22,52.58,28.09,79.65,5.63,109.09,banana
19.21,17.27,34.77,26.47,91.27,6.44,151.93,coconut
18.89,16.76,35.72,32.55,58.01,5.19,133.63,mango
40.91,62.67,22.22,34.36,65.82,6.1,70.09,blackgram
62.49,63.81,24.09,22.67,63.87,6.1,63.29,maize
100.78,17.51,52.86,31.08,89.96,6.05,28.49,muskmelon
37.76,76.59,17.2,35.48,68.76,6.94,88.68,blackgram
77.32,45.7,40.93,26.44,84.22,6.24,181.49,jute
101.1,81.85,48.26,26.84,83.13,5.72,174.63,banana
20.03,15.08,11.02,13.26,93.67,7.18,112.54,orange
19.17,79.72,23.75,18.25,64.42,6.11,41.2,lentil
63.53,57.48,20.93,26.23,60.44,6.37,97.94,maize
30.09,46.24,23.13,31.45,92.45,6.23,64.32,mungbean
119.32,50.24,43.33,23.88,84.58,7.91,79.86,cotton
118.63,51.73,43.1,24.24,81.08,7.73,71.25,cotton
99.5,31.84,28.2,26.85,58.98,6.95,168.66,coffee
39.56,43.62,27.59,28.34,92.31,6.42,74.7,mungbean
28.99,71.72,25.5,18.5,22.78,5.86,135.7,kidneybeans
51.81,70.17,80.95,19.52,21.58,8.62,85.45,chickpea
39.31,47.87,19.57,31.72,92.29,6.58,52.41,mungbean
18.6,21.03,43.03,21.01,91.09,6.0,152.18,pomegranate
24.37,67.66,22.41,19.44,66.63,6.62,47.62,lentil
21.44,71.46,19.67,22.35,66.92,6.67,41.07,lentil
86.41,45.6,49.55,25.17,85.54,6.42,241.96,rice
100.23,21.42,48.73,26.95,91.02,6.69,58.77,watermelon
81.38,47.24,42.1,24.23,79.81,6.09,176.3,jute
23.36,20.48,41.1,25.68,94.07,6.51,104.7,pomegranate
21.78,61.55,18.13,16.82,66.46,7.87,46.37,lentil
35.47,74.73,16.46,28.39,66.93,6.35,76.05,blackgram
21.94,128.5,202.53,9.23,87.21,6.21,68.17,grapes
21.85,23.88,29.73,33.58,52.1,5.18,131.66,mango
83.7,40.93,46.08,21.19,80.65,6.92,296.56,rice
79.95,45.63,43.14,26.98,83.73,6.56,179.69,jute
116.34,83.52,53.55,28.02,82.4,5.56,198.43,banana
120.26,45.85,43.05,23.99,84.79,6.79,73.98,cotton
80.9,50.29,43.7,24.01,81.51,6.7,173.11,jute
48.64,68.79,87.26,22.54,16.65,6.36,67.9,chickpea
22.92,17.86,30.13,26.36,92.96,6.91,154.79,coconut
31.05,51.9,28.46,30.77,88.45,6.8,72.42,mungbean
34.97,83.29,23.21,19.81,44.34,6.45,100.91,pigeonpeas
110.09,82.39,49.69,25.39,80.35,6.62,155.07,banana
107.87,74.3,48.43,27.95,89.84,5.75,104.67,banana
22.11,69.11,21.63,16.06,66.54,7.44,44.43,lentil
21.95,54.13,22.15,25.07,89.03,6.23,89.13,mungbean
54.5,61.43,54.09,35.24,96.85,6.96,146.58,papaya
37.64,68.55,19.95,18.09,21.92,6.29,135.97,kidneybeans
103.13,16.64,51.53,26.09,89.11,6.83,41.45,watermelon
22.15,17.56,32.87,27.94,95.97,5.35,156.99,coconut
38.14,73.41,24.73,18.78,21.13,6.19,143.23,kidneybeans
72.52,63.29,22.31,20.1,55.37,6.81,61.28,maize
19.9,23.55,31.43,34.78,59.8,4.8,104.1,mango
18.68,127.62,211.14,9.67,87.85,6.99,63.33,grapes
25.95,44.6,22.94,27.41,63.45,6.39,117.31,mothbeans
54.88,64.47,49.12,34.39,92.31,6.65,155.14,papaya
20.85,16.55,14.54,11.55,95.53,6.99,114.36,orange
80.13,57.13,46.59,21.14,80.71,6.46,202.65,rice
20.36,14.71,33.09,27.33,93.99,7.65,147.42,coconut
46.75,64.8,17.75,32.04,68.84,6.06,85.19,blackgram
21.32,76.32,21.02,22.37,67.57,7.77,44.11,lentil
99.11,18.9,51.51,24.96,85.93,6.38,53.45,watermelon
18.75,22.19,34.98,29.06,50.21,4.67,105.65,mango
20.94,19.81,31.63,29.91,50.52,6.06,143.62,mango
21.34,82.55,22.67,21.79,49.68,5.13,164.83,pigeonpeas
20.19,16.88,43.27,20.4,88.77,5.83,146.44,pomegranate
33.5,44.78,27.1,32.6,88.13,6.41,52.58,mungbean
25.19,68.74,25.12,18.51,22.36,6.97,109.51,kidneybeans
29.79,54.83,23.91,29.83,66.76,4.76,135.98,mothbeans
22.52,15.62,31.04,26.47,92.73,5.34,150.99,coconut
35.89,60.69,24.99,24.97,23.99,6.28,103.18,kidneybeans
73.5,58.86,43.23,23.63,87.03,6.05,297.18,rice
29.86,46.6,19.28,34.53,85.6,6.3,57.88,mungbean
97.13,48.56,49.67,26.75,88.53,5.94,238.51,rice
19.94,24.4,45.24,24.04,92.53,5.54,161.81,pomegranate
81.25,46.8,40.85,25.5,81.73,6.66,170.83,jute
19.48,65.3,22.64,23.72,69.49,7.01,47.95,lentil
20.5,48.98,20.85,25.5,64.49,3.89,110.83,mothbeans
27.17,78.13,20.88,19.34,49.18,5.2,150.6,pigeonpeas
19.88,16.19,45.23,20.23,92.17,6.31,196.88,pomegranate
36.62,42.4,26.82,30.31,55.76,5.22,79.99,mothbeans
39.54,67.78,23.99,35.15,66.68,6.62,97.44,blackgram
49.3,64.34,50.91,33.47,93.39,6.09,142.58,papaya
102.35,28.65,31.07,25.05,59.06,6.09,154.79,coffee
100.46,82.76,49.47,26.14,79.19,5.69,163.93,banana
23.01,22.88,33.93,31.72,54.5,6.58,195.68,mango
59.9,61.16,88.9,22.87,16.63,6.43,64.86,chickpea
99.48,19.64,51.16,31.75,88.98,6.21,20.3,muskmelon
20.8,16.5,32.52,33.41,54.42,5.47,184.88,mango
42.19,78.3,17.41,34.01,67.84,6.27,81.61,blackgram
103.03,20.16,48.04,29.71,89.58,6.91,21.75,muskmelon
20.78,81.74,25.43,21.94,46.25,6.73,158.69,pigeonpeas
64.37,64.25,23.5,18.8,61.26,6.82,116.68,maize
19.6,17.67,13.68,13.12,92.89,6.6,119.86,orange
18.63,24.65,46.07,23.22,89.57,6.9,134.46,pomegranate
19.87,21.95,15.97,10.57,94.36,6.08,110.3,orange
19.41,76.1,23.95,18.31,69.71,6.1,41.5,lentil
102.99,19.38,48.04,25.29,87.86,6.11,53.52,watermelon
29.67,47.66,28.07,26.45,90.06,6.06,44.27,mungbean
22.51,14.72,34.58,26.91,91.3,5.47,143.35,coconut
26.41,43.29,27.4,26.22,91.35,6.12,44.23,mungbean
20.78,17.4,33.31,26.58,91.95,7.12,159.47,coconut
24.52,56.35,29.16,25.95,59.0,4.68,137.07,mothbeans
37.37,58.53,23.04,25.51,50.79,5.51,89.29,mothbeans
51.54,65.67,49.21,36.6,94.3,6.68,147.02,papaya
21.65,16.2,29.85,26.23,89.51,7.23,154.24,coconut
81.57,56.15,48.96,22.23,81.1,5.84,242.71,rice
64.86,60.83,23.99,25.47,60.96,6.5,72.3,maize
101.91,18.41,54.64,26.33,87.0,6.84,48.65,watermelon
20.82,126.07,202.52,13.8,86.96,6.41,67.8,grapes
100.88,30.4,30.85,26.95,60.49,6.96,168.72,coffee
23.0,21.43,40.99,22.88,89.52,6.95,113.06,pomegranate
18.5,24.18,47.58,20.54,91.73,5.96,139.28,pomegranate
43.0,66.49,89.75,18.81,18.13,7.18,78.38,chickpea
71.11,60.79,19.6,26.97,69.62,6.48,71.97,maize
24.34,20.16,30.08,34.37,57.57,6.2,170.92,mango
21.96,22.87,39.37,21.6,94.18,5.53,175.27,pomegranate
24.82,47.74,18.97,26.47,87.98,6.09,94.65,mungbean
121.04,46.32,43.27,24.36,79.55,7.91,76.84,cotton
35.13,49.08,22.95,34.35,87.51,6.12,75.07,mungbean
65.38,61.96,20.17,22.1,55.17,5.61,83.55,maize
38.12,65.54,29.8,18.98,19.41,5.78,144.7,kidneybeans
32.19,78.99,28.06,23.62,49.61,6.07,148.85,pigeonpeas
77.6,47.28,41.94,24.56,83.6,6.97,174.3,jute
101.69,28.12,28.05,26.27,58.96,6.16,151.54,coffee
117.28,51.84,46.74,24.96,77.69,7.18,76.38,cotton
77.16,48.28,44.2,25.08,84.53,6.63,188.68,jute
118.13,48.19,47.72,26.4,78.16,6.06,79.0,cotton
23.5,53.46,20.65,27.18,67.48,4.37,76.32,mothbeans
99.88,18.53,53.56,25.39,88.76,7.0,47.98,watermelon
109.93,76.84,52.75,27.1,89.42,6.4,180.75,banana
23.4,68.9,28.68,23.25,49.08,6.52,159.72,pigeonpeas
67.0,50.87,24.78,25.95,68.92,6.99,70.43,maize
22.14,125.88,201.32,10.36,84.53,6.62,62.55,grapes
23.35,19.47,34.53,31.95,51.13,4.47,143.7,mango
97.19,56.16,46.33,26.1,88.04,5.78,289.26,rice
22.9,133.77,210.15,21.8,90.09,6.14,116.06,apple
111.14,83.36,50.9,26.63,84.1,6.9,183.69,banana
102.58,33.99,30.44,27.5,62.88,6.69,156.52,coffee
36.11,46.56,20.51,25.85,59.33,5.19,134.09,mothbeans
21.01,127.14,198.08,21.2,94.49,6.69,112.02,apple
36.92,43.66,29.48,28.77,88.39,6.06,69.17,mungbean
118.89,50.23,47.48,26.02,78.82,7.78,70.81,cotton
19.24,14.95,31.98,27.46,93.37,5.71,150.07,coconut
103.24,77.84,53.17,29.33,84.39,6.5,112.63,banana
117.95,48.98,46.89,26.07,83.42,7.76,79.07,cotton
24.46,125.31,208.48,23.04,95.72,5.58,115.97,apple
23.77,23.71,42.15,20.63,91.06,5.85,129.12,pomegranate
101.85,27.25,31.59,26.83,59.34,6.27,162.81,coffee
56.05,69.16,84.66,16.07,14.89,8.18,79.86,chickpea
22.16,17.56,10.6,13.37,90.05,6.71,111.93,orange
38.78,60.8,19.26,34.61,68.51,6.46,66.93,blackgram
119.88,50.82,43.13,26.14,81.77,7.79,67.58,cotton
41.91,60.47,87.84,19.86,20.01,6.7,75.64,chickpea
96.99,57.55,42.58,24.62,88.17,6.33,252.97,rice
81.78,48.04,43.5,26.83,84.14,6.21,179.92,jute
50.98,58.6,48.22,36.48,93.07,6.55,151.15,papaya
39.03,70.95,19.1,22.19,46.24,6.3,126.74,pigeonpeas
101.44,29.81,33.57,27.29,58.94,6.09,168.16,coffee
100.08,17.63,49.19,26.16,90.39,6.46,54.28,watermelon
47.1,61.39,85.38,15.54,22.8,6.7,81.6,chickpea
63.89,52.3,49.9,20.98,85.18,6.82,274.08,rice
22.45,21.17,14.55,12.82,90.72,6.8,113.57,orange
48.2,74.35,21.24,34.38,69.32,6.46,81.63,blackgram
119.79,72.47,52.58,27.21,89.23,5.87,153.21,banana
99.45,17.27,51.51,24.06,86.77,6.52,40.3,watermelon
37.65,74.33,18.91,20.71,48.04,6.8,120.35,pigeonpeas
118.54,49.76,45.39,24.75,81.32,6.4,71.46,cotton
77.1,49.57,40.69,26.02,82.12,6.22,186.94,jute
102.08,28.64,28.56,25.0,62.26,6.36,165.05,coffee
37.19,43.38,28.25,25.13,90.12,6.77,96.09,mungbean
116.21,78.44,49.95,25.31,77.44,6.84,168.6,banana
27.11,53.38,23.81,29.18,88.58,6.59,74.54,mungbean
77.26,51.71,39.94,26.62,80.72,6.12,171.61,jute
20.22,131.38,207.52,13.72,87.37,5.53,63.36,grapes
19.39,19.95,34.2,33.16,55.0,4.92,197.37,mango
100.96,21.07,48.0,28.67,88.24,6.33,29.08,muskmelon
21.22,132.25,198.96,23.82,91.16,6.82,118.09,apple
120.23,47.46,43.64,25.31,84.47,6.07,76.54,cotton
101.88,20.75,50.27,26.15,85.95,6.29,42.89,watermelon
103.03,29.99,28.79,26.3,61.2,6.55,152.11,coffee
19.88,66.31,18.88,21.24,64.24,7.2,48.7,lentil
20.01,20.35,15.49,12.07,92.54,7.05,119.43,orange
77.77,64.33,24.03,25.29,64.83,6.33,65.22,maize
51.26,59.91,52.83,35.83,90.54,6.16,147.76,papaya
22.74,23.23,43.62,25.19,92.63,6.03,180.89,pomegranate
53.55,59.04,53.34,33.34,90.09,6.9,151.63,papaya
22.96,17.15,29.28,28.61,51.79,5.01,141.84,mango
24.86,79.71,22.81,17.95,68.79,6.21,47.81,lentil
53.58,60.41,53.93,36.79,92.08,6.43,143.72,papaya
120.82,48.01,47.17,23.6,79.23,6.19,68.16,cotton
23.61,69.33,20.53,16.87,69.26,7.57,41.68,lentil
119.6,47.74,47.76,24.34,83.23,7.71,71.53,cotton
20.9,22.75,44.93,26.93,89.95,6.25,132.95,pomegranate
22.82,17.84,34.86,26.73,89.51,6.71,151.17,coconut
68.43,61.06,19.67,18.99,60.32,5.93,77.78,maize
82.86,45.6,47.69,21.31,83.24,6.14,250.76,rice
78.64,47.3,42.19,24.55,79.99,6.42,177.07,jute
28.37,49.17,26.7,30.74,63.34,6.22,136.22,mothbeans
18.99,21.25,34.1,34.46,52.79,6.85,106.33,mango
21.05,124.36,201.52,9.56,87.7,6.78,58.46,grapes
120.48,49.18,42.74,26.85,77.98,6.51,77.2,cotton
19.09,14.69,32.95,27.41,90.42,7.0,143.65,coconut
63.62,51.0,23.19,23.17,67.63,5.71,107.72,maize
99.86,16.62,52.29,28.38,94.03,6.02,22.49,muskmelon
102.09,21.89,50.36,30.81,89.78,6.26,25.12,muskmelon
22.53,18.54,13.56,13.54,95.0,6.18,118.1,orange
30.96,43.49,21.55,31.64,69.31,3.68,139.04,mothbeans
20.88,43.71,24.5,31.46,85.46,6.95,90.53,mungbean
117.99,48.31,44.95,23.07,78.18,6.76,75.26,cotton
19.66,19.37,14.95,14.68,94.82,6.64,116.35,orange
22.81,15.96,35.46,31.55,53.64,6.27,125.74,mango
60.73,41.89,46.83,20.5,83.19,6.77,202.33,rice
68.04,57.2,22.39,25.86,69.76,6.65,85.07,maize
24.57,77.69,20.66,20.25,48.48,6.46,109.54,pigeonpeas
20.59,19.86,31.2,28.13,52.14,4.32,168.31,mango
53.66,69.94,87.36,21.95,20.28,6.09,97.24,chickpea
101.52,28.42,28.47,25.51,64.89,6.47,167.35,coffee
22.93,17.14,10.76,12.73,95.15,7.02,112.96,orange
21.47,19.21,31.87,28.85,51.36,4.59,105.53,mango
18.7,130.6,204.12,11.63,81.96,6.26,56.9,grapes
63.54,43.92,40.45,22.28,83.89,5.91,282.87,rice
104.73,82.68,48.06,26.01,89.39,6.42,126.17,banana
81.4,50.45,39.34,26.08,82.22,6.18,175.46,jute
103.92,80.28,50.73,27.08,82.04,6.05,110.06,banana
21.12,74.82,29.13,18.74,47.64,5.82,165.52,pigeonpeas
20.05,16.35,14.47,10.64,90.62,7.07,112.09,orange
55.7,77.84,94.11,21.3,17.47,8.06,77.5,chickpea
100.11,19.07,51.84,25.61,88.96,6.95,58.04,watermelon
18.46,70.99,22.14,21.22,65.53,6.73,48.44,lentil
77.38,48.24,44.92,26.31,84.73,6.78,187.5,jute
19.08,66.02,19.74,18.98,65.53,6.98,44.07,lentil
22.67,125.62,200.92,21.94,90.52,6.76,117.18,apple
102.85,31.67,33.98,27.82,62.06,6.24,157.97,coffee
32.09,55.27,24.28,27.27,91.67,6.08,66.51,mungbean
39.28,67.68,18.47,18.22,20.72,5.74,101.17,kidneybeans
80.45,45.8,42.6,24.84,78.2,6.41,178.67,jute
54.05,60.57,54.93,33.79,93.61,6.79,148.65,papaya
56.24,73.13,77.56,17.71,24.21,6.67,74.89,chickpea
22.45,20.5,11.78,12.73,91.34,6.67,114.84,orange
101.25,17.2,50.15,24.13,89.43,6.25,46.08,watermelon
102.41,20.51,51.53,31.58,95.49,6.81,26.36,muskmelon
77.49,57.93,24.57,25.19,69.97,6.03,106.03,maize
118.41,46.84,43.34,25.84,77.68,7.48,75.4,cotton
24.4,72.01,22.47,18.48,43.7,5.93,172.27,pigeonpeas
120.44,51.95,44.37,25.5,84.7,7.66,71.95,cotton
22.64,16.6,29.57,26.27,90.09,6.89,154.71,coconut
23.23,49.43,24.64,30.7,87.1,6.74,41.51,mungbean
23.97,63.96,24.12,18.82,68.34,6.64,49.06,lentil
100.3,29.41,34.93,26.12,63.33,6.45,165.87,coffee
28.35,42.33,25.35,34.38,63.24,3.77,85.47,mothbeans
80.61,45.43,41.28,26.48,81.16,6.15,189.7,jute
117.61,46.33,43.27,25.23,83.3,6.63,66.27,cotton
20.6,16.23,40.22,25.46,89.41,5.62,147.45,pomegranate
26.26,78.09,20.78,18.1,47.64,6.25,176.23,pigeonpeas
20.09,14.16,34.93,27.73,93.17,6.72,156.26,coconut
48.72,64.82,52.21,37.8,94.69,6.18,149.48,papaya
80.29,46.35,40.12,24.4,80.68,6.2,182.88,jute
20.03,20.77,29.46,28.53,54.07,6.81,137.73,mango
78.49,64.57,24.61,22.27,67.93,6.77,79.15,maize
78.75,49.94,41.76,25.41,81.58,6.64,183.2,jute
120.09,50.87,45.09,24.51,84.37,6.07,77.84,cotton
99.67,21.66,53.63,24.54,87.85,6.36,55.82,watermelon
31.3,80.43,23.99,18.08,40.09,5.71,192.62,pigeonpeas
99.5,32.65,28.95,26.79,60.4,6.23,162.79,coffee
21.89,20.75,44.55,21.63,94.05,5.96,169.41,pomegranate
102.92,29.33,32.14,27.15,64.22,6.84,162.17,coffee
22.18,44.97,21.8,33.09,93.75,6.3,91.52,mungbean
54.17,62.69,53.45,34.24,94.75,6.9,147.71,papaya
102.27,20.64,53.7,25.48,86.44,6.74,53.99,watermelon
28.58,75.82,26.36,22.92,41.72,6.0,141.2,pigeonpeas
100.9,18.86,48.31,26.91,90.01,6.32,46.37,watermelon
61.04,58.12,22.96,25.84,65.71,6.7,80.37,maize
23.64,18.53,33.5,28.97,51.09,6.38,109.9,mango
20.24,125.29,203.5,11.49,83.01,5.9,67.92,grapes
39.95,49.03,22.26,29.01,86.15,6.88,64.89,mungbean
70.84,63.09,23.13,25.26,64.88,6.54,110.95,maize
40.99,68.34,23.9,29.63,69.13,6.56,66.91,blackgram
21.12,126.95,200.32,23.11,91.37,6.29,114.52,apple
119.47,51.62,46.49,25.92,77.37,7.1,72.0,cotton
19.26,21.2,47.58,23.52,88.58,6.43,134.02,pomegranate
71.86,52.45,20.74,26.72,58.87,6.49,79.51,maize
21.14,21.86,12.79,14.09,93.05,6.74,119.3,orange
19.47,62.33,24.79,16.18,68.82,7.58,42.97,lentil
21.33,17.47,35.67,27.35,92.84,5.01,140.8,coconut
54.71,79.97,93.66,20.14,18.63,7.91,91.43,chickpea
49.69,63.32,93.91,21.8,21.36,7.39,76.47,chickpea
40.88,73.9,20.64,35.92,68.06,6.37,92.03,blackgram
35.85,83.16,29.32,24.72,45.21,6.95,175.73,pigeonpeas
64.1,52.86,18.26,22.25,63.47,5.6,106.53,maize
21.93,130.08,199.61,14.25,84.09,6.92,57.12,grapes
50.62,78.73,75.79,15.98,18.97,8.8,72.65,chickpea
103.0,19.48,53.41,29.33,94.65,6.27,25.46,muskmelon
19.66,64.23,23.15,18.56,67.04,6.33,49.6,lentil
46.07,62.02,88.84,15.5,19.6,8.99,92.56,chickpea
100.52,21.9,49.92,28.81,91.54,6.06,29.78,muskmelon
49.91,60.19,48.79,33.57,92.43,6.76,152.16,papaya
18.65,15.57,10.13,13.14,93.78,7.48,113.98,orange
36.65,66.31,16.96,30.93,65.5,6.77,98.82,blackgram
53.05,65.95,48.92,33.25,94.86,6.83,156.93,papaya
101.16,29.33,30.88,26.81,65.0,6.49,154.17,coffee
20.9,22.33,33.8,33.67,52.5,5.83,158.52,mango
20.43,17.4,12.51,14.64,95.46,7.07,118.85,orange
100.56,21.46,54.09,30.23,90.6,6.29,20.33,muskmelon
29.86,68.09,24.37,22.17,18.07,6.2,148.17,kidneybeans
19.96,122.96,199.26,13.32,85.2,6.13,61.48,grapes
50.2,63.47,49.51,35.1,91.32,6.01,159.4,papaya
21.76,71.52,22.52,16.14,69.76,6.09,41.43,lentil
23.17,125.18,208.11,23.34,92.39,6.17,118.51,apple
27.1,55.6,24.77,27.61,91.95,6.57,87.77,mungbean
94.65,52.02,47.08,20.14,89.7,6.75,221.23,rice
26.86,53.68,18.3,31.9,88.16,6.06,76.59,mungbean
18.12,17.8,15.92,10.5,92.54,6.46,119.05,orange
22.23,130.83,200.96,9.31,83.21,6.96,58.85,grapes
78.73,50.33,44.68,25.11,83.81,6.19,186.14,jute
22.86,133.94,204.65,23.78,91.29,5.61,118.91,apple
22.7,17.26,31.26,27.96,93.96,5.19,140.7,coconut
22.22,15.57,35.26,31.24,56.69,6.49,115.03,mango
103.6,31.79,31.28,25.28,63.54,6.08,151.37,coffee
19.88,20.31,13.18,13.52,91.56,7.41,115.3,orange
117.05,46.99,42.72,23.41,77.62,7.19,67.84,cotton
26.26,57.17,19.58,32.05,92.42,6.68,55.14,mungbean
23.74,51.11,21.5,29.17,88.77,6.88,94.32,mungbean
20.38,131.16,201.62,12.33,87.94,6.53,67.62,grapes
22.25,74.07,24.49,18.68,19.69,5.52,123.44,kidneybeans
28.53,52.31,18.98,25.88,86.72,6.52,52.84,mungbean
101.81,16.6,54.45,28.56,89.8,6.56,27.64,muskmelon
103.11,18.61,48.51,31.14,91.02,6.1,26.34,muskmelon
44.97,69.65,17.94,35.74,68.58,6.96,79.95,blackgram
20.15,128.65,202.6,14.48,85.51,6.0,66.32,grapes
48.45,63.72,51.69,37.5,92.19,6.57,150.02,papaya
21.03,23.2,45.39,22.98,90.34,5.97,177.4,pomegranate
103.81,19.07,53.14,25.23,87.49,6.41,48.18,watermelon
102.92,17.2,48.92,30.7,92.48,6.79,27.39,muskmelon
99.39,19.36,50.32,28.62,94.79,6.52,29.33,muskmelon
103.03,16.79,53.0,29.74,90.36,6.05,24.87,muskmelon
81.74,45.43,44.29,24.91,81.5,6.42,173.44,jute
24.91,125.96,206.25,22.51,93.23,6.49,111.16,apple
22.11,18.04,14.36,11.35,90.6,6.53,114.03,orange
100.4,16.64,48.79,24.87,89.3,6.8,57.99,watermelon
99.42,32.41,28.7,27.64,60.13,6.65,159.75,coffee
101.34,33.01,30.4,25.8,64.89,6.91,150.58,coffee
22.42,19.73,12.05,12.72,95.04,7.33,111.6,orange
118.92,74.37,54.13,28.52,81.81,6.31,184.96,banana
30.49,73.93,22.53,34.69,69.87,6.98,67.28,blackgram
20.15,132.24,210.68,23.18,93.5,6.51,119.9,apple
19.69,15.03,32.28,26.47,93.12,7.77,154.96,coconut
53.25,62.08,53.68,35.19,90.87,6.56,159.05,papaya
24.83,23.74,31.31,31.7,58.47,5.32,101.8,mango
116.5,77.82,51.8,26.52,77.73,5.63,171.41,banana
27.99,46.54,18.13,33.27,66.02,3.87,107.69,mothbeans
18.03,15.3,11.46,10.57,93.2,7.29,117.37,orange
50.68,65.55,52.13,34.72,94.38,6.91,145.48,papaya
117.91,47.53,46.52,25.63,81.65,7.06,77.65,cotton
66.11,44.92,41.61,21.31,82.85,5.76,289.68,rice
118.92,73.59,53.42,26.32,89.0,6.58,175.38,banana
37.96,41.68,22.72,26.0,50.33,5.82,110.24,mothbeans
18.89,68.55,19.13,21.6,68.55,6.21,45.06,lentil
103.34,21.36,54.2,30.17,93.17,6.55,20.51,muskmelon
19.75,16.25,33.85,27.06,92.04,6.16,156.83,coconut
103.83,76.63,51.39,26.77,79.81,6.95,164.16,banana
53.45,68.88,92.36,16.42,21.62,8.51,97.78,chickpea
32.45,75.63,24.94,19.03,23.68,6.45,119.41,kidneybeans
20.93,75.52,20.37,20.51,65.23,7.48,40.52,lentil
24.18,61.0,28.12,24.87,23.55,6.78,112.1,kidneybeans
101.79,29.03,33.8,27.02,64.8,6.25,159.72,coffee
102.62,81.19,54.53,29.74,80.54,5.7,151.84,banana
102.73,19.03,52.53,30.01,91.93,6.17,22.79,muskmelon
23.41,16.68,46.28,22.99,92.17,5.63,133.74,pomegranate
23.3,131.15,209.89,21.92,95.22,6.04,119.27,apple
22.83,14.09,34.17,27.92,95.04,5.5,146.54,coconut
21.83,61.83,23.3,20.66,65.12,6.38,41.84,lentil
51.93,62.27,53.76,37.91,92.88,6.76,142.0,papaya
37.05,58.76,19.02,28.86,51.42,4.24,72.94,mothbeans
38.22,74.08,17.96,30.93,66.95,6.98,98.41,blackgram
21.56,17.81,34.88,26.85,93.51,5.53,151.21,coconut
43.34,63.35,75.73,20.89,21.3,7.42,93.77,chickpea
78.26,47.67,43.44,25.48,84.22,6.35,177.39,jute
48.77,58.97,52.16,34.72,90.24,6.54,147.76,papaya
39.14,70.01,23.19,21.2,19.46,6.05,118.49,kidneybeans
36.13,84.7,27.05,20.75,45.91,6.32,107.85,pigeonpeas
19.22,17.09,13.36,11.99,94.05,6.08,111.24,orange
30.89,79.26,18.91,20.56,19.58,5.79,107.04,kidneybeans
21.91,134.35,204.05,22.16,92.68,6.35,114.71,apple
22.77,15.64,31.77,34.71,55.39,4.86,112.03,mango
100.84,18.54,50.52,31.19,92.19,6.57,28.53,muskmelon
80.14,47.94,38.43,25.47,83.69,6.1,171.39,jute
24.76,15.15,32.37,29.67,54.49,5.71,143.56,mango
103.12,18.41,48.72,24.18,85.36,6.38,46.74,watermelon
75.05,41.67,47.77,23.91,84.24,6.86,211.12,rice
81.6,47.47,43.04,25.33,82.59,6.34,176.45,jute
18.6,16.83,34.31,27.18,58.17,4.04,165.71,mango
39.62,77.99,27.65,23.01,45.93,5.11,145.48,pigeonpeas
21.05,75.35,23.0,23.76,23.95,5.82,132.87,kidneybeans
48.97,61.83,17.45,35.69,67.69,6.01,74.02,blackgram
47.54,70.56,20.21,28.85,68.25,6.87,93.99,blackgram
104.49,78.0,53.88,28.51,86.84,6.03,140.47,banana
21.59,69.75,22.38,23.57,67.48,7.08,40.5,lentil
22.84,60.23,23.06,20.07,21.4,6.37,102.19,kidneybeans
108.16,74.3,51.62,29.54,87.07,5.6,169.26,banana
20.97,129.12,200.3,9.11,87.86,6.09,58.41,grapes
30.71,72.14,22.25,23.8,47.89,5.62,191.38,pigeonpeas
19.86,77.92,18.72,21.25,69.44,6.34,49.68,lentil
18.89,23.58,41.62,24.62,91.3,5.8,160.17,pomegranate
118.29,49.33,44.76,26.13,79.47,7.29,78.23,cotton
56.11,71.71,92.37,16.65,15.23,6.81,62.28,chickpea
68.17,55.59,19.82,24.51,62.44,5.62,73.21,maize
24.01,134.88,202.85,22.4,95.62,5.75,117.18,apple
